Data from QEPB03971_15-54-55-142.txt Node
Date: Thu Dec 12 15:54:55 CET 2024
User: asdfg
Spectrometer: QEPB0397
Trigger mode: 0
Integration Time (sec): 1,000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
198,666	41,38
199,473	44,38
200,28	44,38
201,087	45,38
201,893	45,38
202,7	51,38
203,507	48,38
204,313	41,38
205,119	41,38
205,926	51,38
206,732	42,38
207,538	37,38
208,344	42,38
209,15	45,38
209,956	43,38
210,762	50,38
211,567	42,38
212,373	42,38
213,179	49,38
213,984	48,38
214,789	44,38
215,595	43,38
216,4	42,38
217,205	50,38
218,01	43,38
218,816	40,38
219,621	46,38
220,425	47,38
221,23	39,38
222,035	45,38
222,84	42,38
223,644	42,38
224,449	45,38
225,253	46,38
226,058	47,38
226,862	47,38
227,666	43,38
228,47	47,38
229,274	47,38
230,078	40,38
230,882	47,38
231,686	43,38
232,49	42,38
233,294	46,38
234,097	52,38
234,901	37,38
235,704	47,38
236,508	50,38
237,311	63,38
238,114	46,38
238,917	41,38
239,721	44,38
240,524	44,38
241,326	52,38
242,129	47,38
242,932	50,38
243,735	46,38
244,537	47,38
245,34	47,38
246,143	43,38
246,945	43,38
247,747	45,38
248,55	48,38
249,352	46,38
250,154	53,38
250,956	45,38
251,758	42,38
252,56	43,38
253,361	47,38
254,163	55,38
254,965	45,38
255,766	42,38
256,568	44,38
257,369	45,38
258,171	42,38
258,972	47,38
259,773	44,38
260,574	46,38
261,375	47,38
262,176	40,38
262,977	37,38
263,778	49,38
264,579	38,38
265,379	46,38
266,18	45,38
266,98	46,38
267,781	44,38
268,581	42,38
269,381	45,38
270,182	47,38
270,982	46,38
271,782	44,38
272,582	41,38
273,382	47,38
274,182	42,38
274,981	44,38
275,781	45,38
276,581	45,38
277,38	42,38
278,179	41,38
278,979	42,38
279,778	47,38
280,577	43,38
281,376	46,38
282,176	49,38
282,975	45,38
283,773	48,38
284,572	46,38
285,371	44,38
286,17	48,38
286,968	43,38
287,767	45,38
288,565	38,38
289,364	46,38
290,162	41,38
290,96	46,38
291,758	45,38
292,556	42,38
293,354	43,38
294,152	43,38
294,95	45,38
295,748	48,38
296,545	43,38
297,343	83,38
298,141	49,38
298,938	41,38
299,735	46,38
300,533	50,38
301,33	45,38
302,127	47,38
302,924	42,38
303,721	49,38
304,518	42,38
305,315	47,38
306,112	44,38
306,908	44,38
307,705	49,38
308,501	48,38
309,298	42,38
310,094	45,38
310,891	36,38
311,687	44,38
312,483	47,38
313,279	43,38
314,075	50,38
314,871	43,38
315,667	43,38
316,462	48,38
317,258	47,38
318,054	44,38
318,849	46,38
319,645	45,38
320,44	42,38
321,235	48,38
322,031	45,38
322,826	45,38
323,621	48,38
324,416	45,38
325,211	47,38
326,006	51,38
326,8	46,38
327,595	44,38
328,39	45,38
329,184	42,38
329,979	47,38
330,773	50,38
331,567	38,38
332,362	45,38
333,156	49,38
333,95	44,38
334,744	48,38
335,538	40,38
336,331	44,38
337,125	51,38
337,919	45,38
338,712	45,38
339,506	42,38
340,299	44,38
341,093	38,38
341,886	41,38
342,679	41,38
343,472	47,38
344,266	47,38
345,059	40,38
345,851	47,38
346,644	43,38
347,437	43,38
348,23	47,38
349,022	48,38
349,815	46,38
350,607	45,38
351,4	44,38
352,192	47,38
352,984	42,38
353,776	50,38
354,568	45,38
355,36	52,38
356,152	45,38
356,944	44,38
357,736	48,38
358,527	45,38
359,319	44,38
360,111	46,38
360,902	45,38
361,693	43,38
362,485	47,38
363,276	42,38
364,067	41,38
364,858	47,38
365,649	45,38
366,44	42,38
367,231	41,38
368,021	49,38
368,812	40,38
369,603	44,38
370,393	45,38
371,184	45,38
