Data from QEPB03971_15-53-21-950.txt Node
Date: Thu Dec 12 15:53:21 CET 2024
User: asdfg
Spectrometer: QEPB0397
Trigger mode: 0
Integration Time (sec): 1,000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
198,666	40,88
199,473	41,88
200,28	48,88
201,087	37,88
201,893	46,88
202,7	45,88
203,507	48,88
204,313	46,88
205,119	37,88
205,926	41,88
206,732	48,88
207,538	39,88
208,344	38,88
209,15	46,88
209,956	38,88
210,762	44,88
211,567	42,88
212,373	39,88
213,179	45,88
213,984	46,88
214,789	43,88
215,595	39,88
216,4	43,88
217,205	42,88
218,01	47,88
218,816	44,88
219,621	41,88
220,425	45,88
221,23	41,88
222,035	40,88
222,84	41,88
223,644	43,88
224,449	39,88
225,253	46,88
226,058	43,88
226,862	44,88
227,666	44,88
228,47	46,88
229,274	43,88
230,078	43,88
230,882	44,88
231,686	46,88
232,49	44,88
233,294	44,88
234,097	49,88
234,901	39,88
235,704	43,88
236,508	49,88
237,311	58,88
238,114	46,88
238,917	43,88
239,721	43,88
240,524	41,88
241,326	59,88
242,129	43,88
242,932	50,88
243,735	47,88
244,537	45,88
245,34	45,88
246,143	45,88
246,945	43,88
247,747	49,88
248,55	47,88
249,352	46,88
250,154	46,88
250,956	42,88
251,758	39,88
252,56	44,88
253,361	46,88
254,163	53,88
254,965	45,88
255,766	48,88
256,568	41,88
257,369	41,88
258,171	43,88
258,972	46,88
259,773	44,88
260,574	42,88
261,375	44,88
262,176	41,88
262,977	38,88
263,778	43,88
264,579	41,88
265,379	42,88
266,18	45,88
266,98	45,88
267,781	41,88
268,581	41,88
269,381	41,88
270,182	40,88
270,982	46,88
271,782	42,88
272,582	40,88
273,382	45,88
274,182	39,88
274,981	48,88
275,781	46,88
276,581	43,88
277,38	47,88
278,179	41,88
278,979	40,88
279,778	44,88
280,577	43,88
281,376	42,88
282,176	50,88
282,975	41,88
283,773	43,88
284,572	44,88
285,371	45,88
286,17	46,88
286,968	43,88
287,767	43,88
288,565	40,88
289,364	43,88
290,162	39,88
290,96	45,88
291,758	47,88
292,556	40,88
293,354	41,88
294,152	46,88
294,95	42,88
295,748	45,88
296,545	45,88
297,343	84,88
298,141	44,88
298,938	45,88
299,735	45,88
300,533	48,88
301,33	43,88
302,127	45,88
302,924	40,88
303,721	43,88
304,518	38,88
305,315	43,88
306,112	42,88
306,908	45,88
307,705	53,88
308,501	41,88
309,298	43,88
310,094	42,88
310,891	35,88
311,687	43,88
312,483	41,88
313,279	42,88
314,075	52,88
314,871	42,88
315,667	41,88
316,462	45,88
317,258	42,88
318,054	36,88
318,849	48,88
319,645	42,88
320,44	40,88
321,235	42,88
322,031	42,88
322,826	45,88
323,621	43,88
324,416	43,88
325,211	42,88
326,006	50,88
326,8	44,88
327,595	38,88
328,39	44,88
329,184	45,88
329,979	45,88
330,773	43,88
331,567	39,88
332,362	41,88
333,156	50,88
333,95	40,88
334,744	45,88
335,538	39,88
336,331	44,88
337,125	47,88
337,919	41,88
338,712	42,88
339,506	40,88
340,299	41,88
341,093	36,88
341,886	41,88
342,679	42,88
343,472	48,88
344,266	48,88
345,059	43,88
345,851	46,88
346,644	43,88
347,437	43,88
348,23	44,88
349,022	45,88
349,815	46,88
350,607	46,88
351,4	38,88
352,192	45,88
352,984	46,88
353,776	44,88
354,568	45,88
355,36	49,88
356,152	43,88
356,944	41,88
357,736	46,88
358,527	45,88
359,319	48,88
360,111	47,88
360,902	45,88
361,693	44,88
362,485	43,88
363,276	39,88
364,067	42,88
364,858	48,88
365,649	39,88
366,44	43,88
367,231	43,88
368,021	50,88
368,812	41,88
369,603	41,88
370,393	40,88
371,184	41,88
371,974	46,88
372,764	44,88
373,554	45,88
374,345	41,88
375,135	39,88
375,925	44,88
376,714	41,88
377,504	35,88
378,294	39,88
379,084	46,88
379,873	45,88
380,663	40,88
381,452	43,88
382,242	45,88
383,031	38,88
383,82	38,88
384,609	40,88
385,398	40,88
386,187	40,88
386,976	45,88
387,765	40,88
388,553	44,88
389,342	43,88
390,131	48,88
390,919	45,88
391,708	49,88
392,496	47,88
393,284	41,88
394,072	42,88
394,86	35,88
395,648	42,88
396,436	45,88
397,224	53,88
398,012	42,88
398,8	37,88
399,587	42,88
400,375	46,88
401,162	41,88
401,95	42,88
402,737	45,88
403,524	46,88
404,312	40,88
405,099	47,88
405,886	33,88
406,673	39,88
407,459	41,88
408,246	41,88
409,033	44,88
409,819	45,88
410,606	43,88
411,392	42,88
412,179	37,88
412,965	38,88
413,751	45,88
414,538	53,88
415,324	43,88
416,11	44,88
416,895	38,88
417,681	44,88
418,467	47,88
419,253	42,88
420,038	47,88
420,824	43,88
421,609	40,88
422,395	41,88
423,18	42,88
423,965	40,88
424,75	45,88
425,535	45,88
426,32	44,88
427,105	45,88
427,89	45,88
428,675	44,88
429,459	44,88
430,244	47,88
431,029	38,88
431,813	41,88
432,597	49,88
433,382	39,88
434,166	41,88
434,95	36,88
435,734	38,88
436,518	47,88
437,302	42,88
438,086	39,88
438,869	43,88
439,653	37,88
440,436	38,88
441,22	39,88
442,003	42,88
442,787	40,88
443,57	46,88
444,353	43,88
445,136	46,88
445,919	41,88
446,702	41,88
447,485	38,88
448,268	46,88
449,05	39,88
449,833	45,88
450,616	45,88
451,398	48,88
452,18	47,88
452,963	44,88
453,745	41,88
454,527	40,88
455,309	43,88
456,091	42,88
456,873	41,88
457,655	40,88
458,437	41,88
459,218	48,88
460	38,88
460,781	43,88
461,563	43,88
462,344	37,88
463,125	39,88
463,907	38,88
464,688	49,88
465,469	42,88
466,25	37,88
467,031	42,88
467,811	45,88
468,592	41,88
469,373	44,88
470,153	46,88
470,934	50,88
471,714	36,88
472,495	47,88
473,275	46,88
474,055	35,88
474,835	35,88
475,615	42,88
476,395	39,88
477,175	44,88
477,955	39,88
478,734	40,88
479,514	42,88
480,294	37,88
481,073	44,88
481,852	43,88
482,632	37,88
483,411	43,88
484,19	37,88
484,969	40,88
485,748	45,88
486,527	43,88
487,306	40,88
488,085	45,88
488,863	42,88
489,642	42,88
490,42	45,88
491,199	41,88
491,977	40,88
492,756	40,88
493,534	43,88
494,312	45,88
495,09	41,88
495,868	38,88
496,646	42,88
497,424	40,88
498,201	39,88
498,979	43,88
499,756	48,88
500,534	38,88
501,311	44,88
502,089	40,88
502,866	37,88
503,643	47,88
504,42	43,88
505,197	44,88
505,974	42,88
506,751	42,88
507,528	38,88
508,304	39,88
509,081	45,88
509,858	45,88
510,634	44,88
511,41	40,88
512,187	35,88
512,963	47,88
513,739	47,88
514,515	43,88
515,291	39,88
516,067	38,88
516,843	43,88
517,618	43,88
518,394	39,88
519,17	42,88
519,945	42,88
520,721	40,88
