Data from QEPB03971_15-51-29-459.txt Node
Date: Thu Dec 12 15:51:29 CET 2024
User: asdfg
Spectrometer: QEPB0397
Trigger mode: 0
Integration Time (sec): 1,000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
198,666	43
199,473	40
200,28	44
201,087	40
201,893	42
202,7	49
203,507	44
204,313	42
205,119	40
205,926	42
206,732	44
207,538	40
208,344	40
209,15	45
209,956	40
210,762	37
211,567	42
212,373	41
213,179	48
213,984	48
214,789	43
215,595	39
216,4	47
217,205	43
218,01	42
218,816	44
219,621	45
220,425	46
221,23	40
222,035	47
222,84	39
223,644	47
224,449	44
225,253	46
226,058	43
226,862	44
227,666	45
228,47	51
229,274	42
230,078	43
230,882	42
231,686	47
232,49	45
233,294	43
234,097	45
234,901	43
235,704	46
236,508	42
237,311	56
238,114	43
238,917	46
239,721	45
240,524	43
241,326	52
242,129	43
242,932	53
243,735	47
244,537	50
245,34	45
246,143	45
246,945	46
247,747	47
248,55	42
249,352	48
250,154	43
250,956	46
251,758	40
252,56	45
253,361	44
254,163	58
254,965	45
255,766	47
256,568	38
257,369	41
258,171	45
258,972	47
259,773	42
260,574	46
261,375	44
262,176	46
262,977	37
263,778	45
264,579	43
265,379	42
266,18	40
266,98	45
267,781	44
268,581	39
269,381	51
270,182	44
270,982	43
271,782	47
272,582	43
273,382	45
274,182	40
274,981	47
275,781	49
276,581	44
277,38	43
278,179	42
278,979	42
279,778	42
280,577	48
281,376	46
282,176	46
282,975	42
283,773	45
284,572	46
285,371	44
286,17	47
286,968	40
287,767	47
288,565	38
289,364	44
290,162	43
290,96	43
291,758	45
292,556	43
293,354	37
294,152	45
294,95	42
295,748	45
296,545	46
297,343	84
298,141	45
298,938	44
299,735	41
300,533	45
301,33	48
302,127	47
302,924	38
303,721	45
304,518	39
305,315	48
306,112	45
306,908	47
307,705	46
308,501	47
309,298	40
310,094	44
310,891	38
311,687	42
312,483	48
313,279	44
314,075	50
314,871	42
315,667	42
316,462	46
317,258	42
318,054	43
318,849	46
319,645	47
320,44	38
321,235	47
322,031	43
322,826	45
323,621	44
324,416	42
325,211	42
326,006	46
326,8	44
327,595	44
328,39	43
329,184	41
329,979	48
330,773	47
331,567	42
332,362	42
333,156	46
333,95	42
334,744	46
335,538	49
336,331	43
337,125	46
337,919	49
338,712	41
339,506	49
340,299	42
341,093	39
341,886	48
342,679	40
343,472	45
344,266	44
345,059	45
345,851	46
346,644	47
347,437	41
348,23	49
349,022	43
349,815	45
350,607	45
351,4	38
352,192	40
352,984	48
353,776	46
354,568	47
355,36	51
356,152	43
356,944	42
357,736	47
358,527	44
359,319	46
360,111	47
360,902	46
361,693	45
362,485	48
363,276	38
364,067	45
364,858	44
365,649	42
366,44	44
367,231	39
368,021	46
368,812	43
369,603	40
370,393	42
371,184	44
371,974	43
372,764	45
373,554	44
374,345	40
375,135	43
375,925	50
376,714	39
377,504	40
378,294	45
379,084	46
379,873	40
380,663	43
381,452	48
382,242	44
383,031	41
383,82	39
384,609	44
385,398	39
386,187	44
386,976	44
