# G(2) Function
# 2024-12-12 17:10:36
# Histogram Width = 32 ns
# Events Ch. 0 = 6.302e+07 
# Events Ch. 1 = 8.702e+07 
# Integr. Time = 00:01:37 h
# G(2) Norm = 224.9 
# Fit Function = None
# Fit - A = 0 
# Fit - c = 0 ps
# Fit - B = 0 
# Fit - T_a = 0 ps
# Fit - p_f^2 = 0 
# Fit - c = 0 
# Fit - T_b = 0 ps
# Fit - T_a = 0 ps
# Unit dt: s
# Unit G(2): 1
# dt ; G(2)
-2.1670709E-008 ;  9.9584300E-001
-2.1666708E-008 ;  1.0314090E+000
-2.1662708E-008 ;  1.0180720E+000
-2.1658707E-008 ;  9.7806000E-001
-2.1654707E-008 ;  1.0091800E+000
-2.1650706E-008 ;  9.0692800E-001
-2.1646706E-008 ;  8.6247100E-001
-2.1642705E-008 ;  1.0002890E+000
-2.1638705E-008 ;  1.0091800E+000
-2.1634704E-008 ;  9.5138600E-001
-2.1630704E-008 ;  1.0980950E+000
-2.1626703E-008 ;  1.0225170E+000
-2.1622703E-008 ;  1.0536370E+000
-2.1618702E-008 ;  9.1582000E-001
-2.1614702E-008 ;  8.8025400E-001
-2.1610701E-008 ;  9.6916900E-001
-2.1606701E-008 ;  9.5138600E-001
-2.1602700E-008 ;  9.9139700E-001
-2.1598700E-008 ;  1.0091800E+000
-2.1594699E-008 ;  9.0692800E-001
-2.1590699E-008 ;  9.3360300E-001
-2.1586698E-008 ;  9.9584300E-001
-2.1582698E-008 ;  9.7806000E-001
-2.1578697E-008 ;  8.8914500E-001
-2.1574697E-008 ;  9.0248300E-001
-2.1570696E-008 ;  9.9584300E-001
-2.1566696E-008 ;  9.4694000E-001
-2.1562695E-008 ;  9.2471100E-001
-2.1558695E-008 ;  8.8470000E-001
-2.1554694E-008 ;  9.2026600E-001
-2.1550694E-008 ;  8.8914500E-001
-2.1546693E-008 ;  9.3804800E-001
-2.1542693E-008 ;  8.4468800E-001
-2.1538692E-008 ;  8.6247100E-001
-2.1534692E-008 ;  1.0758660E+000
-2.1530691E-008 ;  9.8250600E-001
-2.1526691E-008 ;  9.1137400E-001
-2.1522690E-008 ;  9.7806000E-001
-2.1518690E-008 ;  9.8695100E-001
-2.1514689E-008 ;  8.8914500E-001
-2.1510689E-008 ;  1.0047340E+000
-2.1506688E-008 ;  9.1582000E-001
-2.1502688E-008 ;  1.0136260E+000
-2.1498687E-008 ;  1.0625290E+000
-2.1494687E-008 ;  9.2915700E-001
-2.1490686E-008 ;  1.0403000E+000
-2.1486686E-008 ;  1.0314090E+000
-2.1482685E-008 ;  9.1137400E-001
-2.1478685E-008 ;  1.0491920E+000
-2.1474684E-008 ;  9.6916900E-001
-2.1470684E-008 ;  9.6916900E-001
-2.1466683E-008 ;  8.4913400E-001
-2.1462683E-008 ;  9.3804800E-001
-2.1458682E-008 ;  9.6027700E-001
-2.1454682E-008 ;  9.2915700E-001
-2.1450681E-008 ;  9.2915700E-001
-2.1446681E-008 ;  9.4694000E-001
-2.1442680E-008 ;  9.8695100E-001
-2.1438680E-008 ;  8.8914500E-001
-2.1434679E-008 ;  8.7580800E-001
-2.1430679E-008 ;  1.0447460E+000
-2.1426678E-008 ;  9.7806000E-001
-2.1422678E-008 ;  9.5583100E-001
-2.1418677E-008 ;  9.9584300E-001
-2.1414677E-008 ;  9.4249400E-001
-2.1410676E-008 ;  1.0136260E+000
-2.1406676E-008 ;  9.3360300E-001
-2.1402675E-008 ;  1.1114320E+000
-2.1398675E-008 ;  9.1137400E-001
-2.1394674E-008 ;  9.6472300E-001
-2.1390674E-008 ;  9.4694000E-001
-2.1386673E-008 ;  1.0447460E+000
-2.1382673E-008 ;  9.6472300E-001
-2.1378672E-008 ;  8.7136300E-001
-2.1374672E-008 ;  8.4913400E-001
-2.1370671E-008 ;  9.6472300E-001
-2.1366671E-008 ;  1.0358550E+000
-2.1362670E-008 ;  9.8250600E-001
-2.1358670E-008 ;  8.2245900E-001
-2.1354669E-008 ;  9.0248300E-001
-2.1350669E-008 ;  9.7361400E-001
-2.1346668E-008 ;  8.9803700E-001
-2.1342668E-008 ;  8.7580800E-001
-2.1338667E-008 ;  8.9359100E-001
-2.1334667E-008 ;  1.0714200E+000
-2.1330666E-008 ;  9.8250600E-001
-2.1326666E-008 ;  1.0314090E+000
-2.1322665E-008 ;  1.1336610E+000
-2.1318665E-008 ;  9.6027700E-001
-2.1314664E-008 ;  8.5802500E-001
-2.1310664E-008 ;  1.0091800E+000
-2.1306663E-008 ;  9.4694000E-001
-2.1302663E-008 ;  1.0180720E+000
-2.1298662E-008 ;  9.1137400E-001
-2.1294662E-008 ;  1.0091800E+000
-2.1290661E-008 ;  1.0225170E+000
-2.1286661E-008 ;  1.0803120E+000
-2.1282660E-008 ;  1.0358550E+000
-2.1278660E-008 ;  9.7806000E-001
-2.1274659E-008 ;  9.3360300E-001
-2.1270659E-008 ;  8.8025400E-001
-2.1266658E-008 ;  9.2915700E-001
-2.1262658E-008 ;  1.0136260E+000
-2.1258657E-008 ;  1.0358550E+000
-2.1254657E-008 ;  9.4694000E-001
-2.1250656E-008 ;  8.9803700E-001
-2.1246656E-008 ;  1.0091800E+000
-2.1242655E-008 ;  9.0248300E-001
-2.1238655E-008 ;  8.3135100E-001
-2.1234654E-008 ;  1.0269630E+000
-2.1230654E-008 ;  8.7580800E-001
-2.1226653E-008 ;  1.0091800E+000
-2.1222653E-008 ;  1.0136260E+000
-2.1218652E-008 ;  9.6916900E-001
-2.1214652E-008 ;  9.6472300E-001
-2.1210651E-008 ;  8.9803700E-001
-2.1206651E-008 ;  9.1137400E-001
-2.1202650E-008 ;  9.2471100E-001
-2.1198650E-008 ;  9.7806000E-001
-2.1194649E-008 ;  9.7361400E-001
-2.1190649E-008 ;  9.3804800E-001
-2.1186648E-008 ;  1.0047340E+000
-2.1182648E-008 ;  1.0447460E+000
-2.1178647E-008 ;  8.6247100E-001
-2.1174647E-008 ;  9.8250600E-001
-2.1170646E-008 ;  9.5583100E-001
-2.1166646E-008 ;  9.3360300E-001
-2.1162645E-008 ;  8.1356800E-001
-2.1158645E-008 ;  9.9584300E-001
-2.1154644E-008 ;  9.2915700E-001
-2.1150644E-008 ;  9.9139700E-001
-2.1146643E-008 ;  1.0847580E+000
-2.1142643E-008 ;  9.8250600E-001
-2.1138642E-008 ;  1.0091800E+000
-2.1134642E-008 ;  9.0692800E-001
-2.1130641E-008 ;  9.7806000E-001
-2.1126641E-008 ;  1.0536370E+000
-2.1122640E-008 ;  1.0847580E+000
-2.1118640E-008 ;  9.4249400E-001
-2.1114639E-008 ;  8.5358000E-001
-2.1110639E-008 ;  9.7361400E-001
-2.1106638E-008 ;  1.0180720E+000
-2.1102638E-008 ;  8.6247100E-001
-2.1098637E-008 ;  8.2690500E-001
-2.1094637E-008 ;  9.5138600E-001
-2.1090636E-008 ;  9.8695100E-001
-2.1086636E-008 ;  1.0091800E+000
-2.1082635E-008 ;  9.2471100E-001
-2.1078635E-008 ;  9.5583100E-001
-2.1074634E-008 ;  9.2915700E-001
-2.1070634E-008 ;  8.6691700E-001
-2.1066633E-008 ;  9.3804800E-001
-2.1062633E-008 ;  1.0136260E+000
-2.1058632E-008 ;  1.0091800E+000
-2.1054632E-008 ;  8.8025400E-001
-2.1050631E-008 ;  9.4249400E-001
-2.1046631E-008 ;  1.0225170E+000
-2.1042630E-008 ;  1.0136260E+000
-2.1038630E-008 ;  9.7361400E-001
-2.1034629E-008 ;  1.0180720E+000
-2.1030629E-008 ;  7.6021900E-001
-2.1026628E-008 ;  1.0803120E+000
-2.1022628E-008 ;  8.9359100E-001
-2.1018627E-008 ;  9.2026600E-001
-2.1014627E-008 ;  8.8914500E-001
-2.1010626E-008 ;  9.9584300E-001
-2.1006626E-008 ;  9.1582000E-001
-2.1002625E-008 ;  1.0758660E+000
-2.0998625E-008 ;  9.0692800E-001
-2.0994624E-008 ;  1.0136260E+000
-2.0990624E-008 ;  9.6916900E-001
-2.0986623E-008 ;  1.0892030E+000
-2.0982623E-008 ;  8.7136300E-001
-2.0978622E-008 ;  9.2915700E-001
-2.0974622E-008 ;  1.0047340E+000
-2.0970621E-008 ;  8.7580800E-001
-2.0966621E-008 ;  1.0180720E+000
-2.0962620E-008 ;  9.8250600E-001
-2.0958620E-008 ;  9.1582000E-001
-2.0954619E-008 ;  9.3360300E-001
-2.0950619E-008 ;  9.4694000E-001
-2.0946618E-008 ;  1.0225170E+000
-2.0942618E-008 ;  9.9139700E-001
-2.0938617E-008 ;  9.0248300E-001
-2.0934617E-008 ;  1.0491920E+000
-2.0930616E-008 ;  9.6472300E-001
-2.0926616E-008 ;  9.2026600E-001
-2.0922615E-008 ;  8.9359100E-001
-2.0918615E-008 ;  1.0358550E+000
-2.0914614E-008 ;  1.0358550E+000
-2.0910614E-008 ;  1.1558890E+000
-2.0906613E-008 ;  9.6472300E-001
-2.0902613E-008 ;  8.8914500E-001
-2.0898612E-008 ;  8.9803700E-001
-2.0894612E-008 ;  1.0269630E+000
-2.0890611E-008 ;  9.1137400E-001
-2.0886611E-008 ;  9.1582000E-001
-2.0882610E-008 ;  9.3360300E-001
-2.0878610E-008 ;  9.8695100E-001
-2.0874609E-008 ;  1.0803120E+000
-2.0870609E-008 ;  8.6691700E-001
-2.0866608E-008 ;  8.8470000E-001
-2.0862608E-008 ;  9.8695100E-001
-2.0858607E-008 ;  9.2915700E-001
-2.0854607E-008 ;  1.0314090E+000
-2.0850606E-008 ;  1.0580830E+000
-2.0846606E-008 ;  1.0403000E+000
-2.0842605E-008 ;  1.0358550E+000
-2.0838605E-008 ;  8.9803700E-001
-2.0834604E-008 ;  8.9803700E-001
-2.0830604E-008 ;  9.5138600E-001
-2.0826603E-008 ;  9.5583100E-001
-2.0822603E-008 ;  9.9139700E-001
-2.0818602E-008 ;  9.2915700E-001
-2.0814602E-008 ;  8.8914500E-001
-2.0810601E-008 ;  9.6472300E-001
-2.0806601E-008 ;  9.3804800E-001
-2.0802600E-008 ;  1.0580830E+000
-2.0798600E-008 ;  9.7806000E-001
-2.0794599E-008 ;  9.6472300E-001
-2.0790599E-008 ;  9.3804800E-001
-2.0786598E-008 ;  1.0047340E+000
-2.0782598E-008 ;  9.4249400E-001
-2.0778597E-008 ;  1.0358550E+000
-2.0774597E-008 ;  9.5583100E-001
-2.0770596E-008 ;  8.7136300E-001
-2.0766596E-008 ;  8.8914500E-001
-2.0762595E-008 ;  1.1292150E+000
-2.0758595E-008 ;  9.9139700E-001
-2.0754594E-008 ;  8.8470000E-001
-2.0750594E-008 ;  9.9584300E-001
-2.0746593E-008 ;  1.0047340E+000
-2.0742593E-008 ;  9.8250600E-001
-2.0738592E-008 ;  1.0136260E+000
-2.0734592E-008 ;  8.1801400E-001
-2.0730591E-008 ;  9.3804800E-001
-2.0726591E-008 ;  1.0580830E+000
-2.0722590E-008 ;  8.3135100E-001
-2.0718590E-008 ;  9.9584300E-001
-2.0714589E-008 ;  9.2026600E-001
-2.0710589E-008 ;  9.9584300E-001
-2.0706588E-008 ;  9.0692800E-001
-2.0702588E-008 ;  9.8695100E-001
-2.0698587E-008 ;  1.0269630E+000
-2.0694587E-008 ;  8.5358000E-001
-2.0690586E-008 ;  9.7806000E-001
-2.0686586E-008 ;  9.2026600E-001
-2.0682585E-008 ;  9.2915700E-001
-2.0678585E-008 ;  8.2245900E-001
-2.0674584E-008 ;  9.1582000E-001
-2.0670584E-008 ;  8.3579700E-001
-2.0666583E-008 ;  1.0269630E+000
-2.0662583E-008 ;  9.0692800E-001
-2.0658582E-008 ;  8.9803700E-001
-2.0654582E-008 ;  9.7806000E-001
-2.0650581E-008 ;  9.0692800E-001
-2.0646581E-008 ;  9.0692800E-001
-2.0642580E-008 ;  9.4249400E-001
-2.0638580E-008 ;  9.6027700E-001
-2.0634579E-008 ;  8.7136300E-001
-2.0630579E-008 ;  9.0248300E-001
-2.0626578E-008 ;  9.6472300E-001
-2.0622578E-008 ;  9.3804800E-001
-2.0618577E-008 ;  9.1582000E-001
-2.0614577E-008 ;  1.0447460E+000
-2.0610576E-008 ;  1.0091800E+000
-2.0606576E-008 ;  1.0758660E+000
-2.0602575E-008 ;  1.0269630E+000
-2.0598575E-008 ;  7.9578500E-001
-2.0594574E-008 ;  1.0047340E+000
-2.0590574E-008 ;  1.0002890E+000
-2.0586573E-008 ;  1.0269630E+000
-2.0582573E-008 ;  1.1158780E+000
-2.0578572E-008 ;  9.2026600E-001
-2.0574572E-008 ;  8.7580800E-001
-2.0570571E-008 ;  9.2026600E-001
-2.0566571E-008 ;  9.4694000E-001
-2.0562570E-008 ;  9.6916900E-001
-2.0558570E-008 ;  9.7361400E-001
-2.0554569E-008 ;  9.5138600E-001
-2.0550569E-008 ;  1.0803120E+000
-2.0546568E-008 ;  1.0180720E+000
-2.0542568E-008 ;  8.5358000E-001
-2.0538567E-008 ;  1.0136260E+000
-2.0534567E-008 ;  1.0091800E+000
-2.0530566E-008 ;  9.5138600E-001
-2.0526566E-008 ;  1.0714200E+000
-2.0522565E-008 ;  1.0091800E+000
-2.0518565E-008 ;  8.6691700E-001
-2.0514564E-008 ;  1.0136260E+000
-2.0510564E-008 ;  9.6916900E-001
-2.0506563E-008 ;  9.4249400E-001
-2.0502563E-008 ;  9.3360300E-001
-2.0498562E-008 ;  9.5583100E-001
-2.0494562E-008 ;  1.0091800E+000
-2.0490561E-008 ;  1.0314090E+000
-2.0486561E-008 ;  1.0091800E+000
-2.0482560E-008 ;  1.0403000E+000
-2.0478560E-008 ;  1.0269630E+000
-2.0474559E-008 ;  1.0136260E+000
-2.0470559E-008 ;  8.7580800E-001
-2.0466558E-008 ;  9.5583100E-001
-2.0462558E-008 ;  9.5138600E-001
-2.0458557E-008 ;  9.2026600E-001
-2.0454557E-008 ;  8.2690500E-001
-2.0450556E-008 ;  9.8250600E-001
-2.0446556E-008 ;  9.4694000E-001
-2.0442555E-008 ;  8.8914500E-001
-2.0438555E-008 ;  8.7136300E-001
-2.0434554E-008 ;  1.0180720E+000
-2.0430554E-008 ;  9.7361400E-001
-2.0426553E-008 ;  9.5583100E-001
-2.0422553E-008 ;  9.7361400E-001
-2.0418552E-008 ;  9.9139700E-001
-2.0414552E-008 ;  8.8025400E-001
-2.0410551E-008 ;  8.8025400E-001
-2.0406551E-008 ;  9.6472300E-001
-2.0402550E-008 ;  8.9803700E-001
-2.0398550E-008 ;  9.0248300E-001
-2.0394549E-008 ;  1.0225170E+000
-2.0390549E-008 ;  1.0269630E+000
-2.0386548E-008 ;  9.5138600E-001
-2.0382548E-008 ;  9.7806000E-001
-2.0378547E-008 ;  1.0980950E+000
-2.0374547E-008 ;  1.0136260E+000
-2.0370546E-008 ;  1.0047340E+000
-2.0366546E-008 ;  1.0136260E+000
-2.0362545E-008 ;  1.0403000E+000
-2.0358545E-008 ;  1.0136260E+000
-2.0354544E-008 ;  9.0248300E-001
-2.0350544E-008 ;  8.9803700E-001
-2.0346543E-008 ;  9.3360300E-001
-2.0342543E-008 ;  9.2026600E-001
-2.0338542E-008 ;  1.0403000E+000
-2.0334542E-008 ;  9.2471100E-001
-2.0330541E-008 ;  8.2245900E-001
-2.0326541E-008 ;  9.8250600E-001
-2.0322540E-008 ;  1.0047340E+000
-2.0318540E-008 ;  1.0002890E+000
-2.0314539E-008 ;  9.1137400E-001
-2.0310539E-008 ;  8.5802500E-001
-2.0306538E-008 ;  8.0467700E-001
-2.0302538E-008 ;  9.0248300E-001
-2.0298537E-008 ;  1.0625290E+000
-2.0294537E-008 ;  1.0225170E+000
-2.0290536E-008 ;  1.0936490E+000
-2.0286536E-008 ;  8.5802500E-001
-2.0282535E-008 ;  9.6027700E-001
-2.0278535E-008 ;  1.0714200E+000
-2.0274534E-008 ;  8.4024200E-001
-2.0270534E-008 ;  9.6916900E-001
-2.0266533E-008 ;  9.4694000E-001
-2.0262533E-008 ;  9.8250600E-001
-2.0258532E-008 ;  1.0136260E+000
-2.0254532E-008 ;  9.6472300E-001
-2.0250531E-008 ;  8.7136300E-001
-2.0246531E-008 ;  9.2026600E-001
-2.0242530E-008 ;  9.7361400E-001
-2.0238530E-008 ;  9.0248300E-001
-2.0234529E-008 ;  1.0403000E+000
-2.0230529E-008 ;  9.2915700E-001
-2.0226528E-008 ;  9.8695100E-001
-2.0222528E-008 ;  9.7361400E-001
-2.0218527E-008 ;  1.0091800E+000
-2.0214527E-008 ;  9.5583100E-001
-2.0210526E-008 ;  1.0669750E+000
-2.0206526E-008 ;  9.2471100E-001
-2.0202525E-008 ;  1.0491920E+000
-2.0198525E-008 ;  9.7361400E-001
-2.0194524E-008 ;  8.5802500E-001
-2.0190524E-008 ;  9.1137400E-001
-2.0186523E-008 ;  9.3804800E-001
-2.0182523E-008 ;  9.7806000E-001
-2.0178522E-008 ;  9.3804800E-001
-2.0174522E-008 ;  8.9803700E-001
-2.0170521E-008 ;  9.4249400E-001
-2.0166521E-008 ;  8.3579700E-001
-2.0162520E-008 ;  9.6916900E-001
-2.0158520E-008 ;  9.1582000E-001
-2.0154519E-008 ;  9.6472300E-001
-2.0150519E-008 ;  9.2026600E-001
-2.0146518E-008 ;  9.3360300E-001
-2.0142518E-008 ;  9.2471100E-001
-2.0138517E-008 ;  1.0447460E+000
-2.0134517E-008 ;  8.8025400E-001
-2.0130516E-008 ;  9.2915700E-001
-2.0126516E-008 ;  1.0136260E+000
-2.0122515E-008 ;  1.0314090E+000
-2.0118515E-008 ;  9.2026600E-001
-2.0114514E-008 ;  9.2915700E-001
-2.0110514E-008 ;  9.4694000E-001
-2.0106513E-008 ;  9.6027700E-001
-2.0102513E-008 ;  1.0180720E+000
-2.0098512E-008 ;  9.2471100E-001
-2.0094512E-008 ;  8.9359100E-001
-2.0090511E-008 ;  8.9803700E-001
-2.0086511E-008 ;  1.0269630E+000
-2.0082510E-008 ;  9.2026600E-001
-2.0078510E-008 ;  9.4694000E-001
-2.0074509E-008 ;  1.1069860E+000
-2.0070509E-008 ;  9.8250600E-001
-2.0066508E-008 ;  8.8914500E-001
-2.0062508E-008 ;  8.5358000E-001
-2.0058507E-008 ;  1.0269630E+000
-2.0054507E-008 ;  9.4694000E-001
-2.0050506E-008 ;  9.7361400E-001
-2.0046506E-008 ;  9.3804800E-001
-2.0042505E-008 ;  1.0091800E+000
-2.0038505E-008 ;  8.9359100E-001
-2.0034504E-008 ;  9.5583100E-001
-2.0030504E-008 ;  9.0248300E-001
-2.0026503E-008 ;  8.7580800E-001
-2.0022503E-008 ;  9.9584300E-001
-2.0018502E-008 ;  9.9139700E-001
-2.0014502E-008 ;  9.3360300E-001
-2.0010501E-008 ;  9.9139700E-001
-2.0006501E-008 ;  1.0002890E+000
-2.0002500E-008 ;  8.9359100E-001
-1.9998500E-008 ;  9.3360300E-001
-1.9994499E-008 ;  9.8250600E-001
-1.9990499E-008 ;  9.0692800E-001
-1.9986498E-008 ;  9.3360300E-001
-1.9982498E-008 ;  9.6916900E-001
-1.9978497E-008 ;  9.9584300E-001
-1.9974497E-008 ;  8.8470000E-001
-1.9970496E-008 ;  9.3804800E-001
-1.9966496E-008 ;  9.6027700E-001
-1.9962495E-008 ;  9.5138600E-001
-1.9958495E-008 ;  8.8914500E-001
-1.9954494E-008 ;  1.0091800E+000
-1.9950494E-008 ;  9.8695100E-001
-1.9946493E-008 ;  8.6691700E-001
-1.9942493E-008 ;  8.5358000E-001
-1.9938492E-008 ;  1.0314090E+000
-1.9934492E-008 ;  1.0225170E+000
-1.9930491E-008 ;  9.4694000E-001
-1.9926491E-008 ;  9.9584300E-001
-1.9922490E-008 ;  9.5138600E-001
-1.9918490E-008 ;  1.0803120E+000
-1.9914489E-008 ;  8.4024200E-001
-1.9910489E-008 ;  9.6027700E-001
-1.9906488E-008 ;  1.0803120E+000
-1.9902488E-008 ;  9.4249400E-001
-1.9898487E-008 ;  9.5138600E-001
-1.9894487E-008 ;  9.6472300E-001
-1.9890486E-008 ;  1.0803120E+000
-1.9886486E-008 ;  1.0002890E+000
-1.9882485E-008 ;  9.9584300E-001
-1.9878485E-008 ;  8.9803700E-001
-1.9874484E-008 ;  9.8250600E-001
-1.9870484E-008 ;  9.5583100E-001
-1.9866483E-008 ;  9.7806000E-001
-1.9862483E-008 ;  9.0248300E-001
-1.9858482E-008 ;  9.6472300E-001
-1.9854482E-008 ;  9.2915700E-001
-1.9850481E-008 ;  9.8695100E-001
-1.9846481E-008 ;  8.3135100E-001
-1.9842480E-008 ;  8.6247100E-001
-1.9838480E-008 ;  1.0447460E+000
-1.9834479E-008 ;  9.6027700E-001
-1.9830479E-008 ;  9.5138600E-001
-1.9826478E-008 ;  9.5583100E-001
-1.9822478E-008 ;  1.0625290E+000
-1.9818477E-008 ;  1.0491920E+000
-1.9814477E-008 ;  1.0314090E+000
-1.9810476E-008 ;  1.0580830E+000
-1.9806476E-008 ;  1.0269630E+000
-1.9802475E-008 ;  9.6472300E-001
-1.9798475E-008 ;  9.1582000E-001
-1.9794474E-008 ;  1.0091800E+000
-1.9790474E-008 ;  9.5138600E-001
-1.9786473E-008 ;  1.0358550E+000
-1.9782473E-008 ;  9.8250600E-001
-1.9778472E-008 ;  9.8250600E-001
-1.9774472E-008 ;  1.0803120E+000
-1.9770471E-008 ;  9.0692800E-001
-1.9766471E-008 ;  8.9803700E-001
-1.9762470E-008 ;  8.7580800E-001
-1.9758470E-008 ;  9.9584300E-001
-1.9754469E-008 ;  1.0002890E+000
-1.9750469E-008 ;  1.0180720E+000
-1.9746468E-008 ;  9.3360300E-001
-1.9742468E-008 ;  9.4249400E-001
-1.9738467E-008 ;  9.4694000E-001
-1.9734467E-008 ;  8.7580800E-001
-1.9730466E-008 ;  9.2026600E-001
-1.9726466E-008 ;  9.7806000E-001
-1.9722465E-008 ;  9.9139700E-001
-1.9718465E-008 ;  1.0047340E+000
-1.9714464E-008 ;  8.5802500E-001
-1.9710464E-008 ;  1.0580830E+000
-1.9706463E-008 ;  9.8695100E-001
-1.9702463E-008 ;  1.0091800E+000
-1.9698462E-008 ;  9.2915700E-001
-1.9694462E-008 ;  1.0491920E+000
-1.9690461E-008 ;  1.0491920E+000
-1.9686461E-008 ;  9.0692800E-001
-1.9682460E-008 ;  9.1137400E-001
-1.9678460E-008 ;  9.6027700E-001
-1.9674459E-008 ;  9.7361400E-001
-1.9670459E-008 ;  8.5802500E-001
-1.9666458E-008 ;  9.5138600E-001
-1.9662458E-008 ;  1.0225170E+000
-1.9658457E-008 ;  1.0536370E+000
-1.9654457E-008 ;  9.9584300E-001
-1.9650456E-008 ;  9.8695100E-001
-1.9646456E-008 ;  1.1425520E+000
-1.9642455E-008 ;  1.0136260E+000
-1.9638455E-008 ;  1.0091800E+000
-1.9634454E-008 ;  1.0225170E+000
-1.9630454E-008 ;  9.8695100E-001
-1.9626453E-008 ;  1.0536370E+000
-1.9622453E-008 ;  9.1582000E-001
-1.9618452E-008 ;  9.5138600E-001
-1.9614452E-008 ;  8.4468800E-001
-1.9610451E-008 ;  9.4694000E-001
-1.9606451E-008 ;  9.4249400E-001
-1.9602450E-008 ;  9.9139700E-001
-1.9598450E-008 ;  1.0225170E+000
-1.9594449E-008 ;  1.0758660E+000
-1.9590449E-008 ;  8.9359100E-001
-1.9586448E-008 ;  8.8914500E-001
-1.9582448E-008 ;  9.3360300E-001
-1.9578447E-008 ;  1.0669750E+000
-1.9574447E-008 ;  9.8250600E-001
-1.9570446E-008 ;  9.6916900E-001
-1.9566446E-008 ;  9.3360300E-001
-1.9562445E-008 ;  1.0136260E+000
-1.9558445E-008 ;  9.9139700E-001
-1.9554444E-008 ;  1.1158780E+000
-1.9550444E-008 ;  9.7806000E-001
-1.9546443E-008 ;  1.0980950E+000
-1.9542443E-008 ;  9.0692800E-001
-1.9538442E-008 ;  9.5583100E-001
-1.9534442E-008 ;  8.8025400E-001
-1.9530441E-008 ;  9.9139700E-001
-1.9526441E-008 ;  9.5583100E-001
-1.9522440E-008 ;  1.0314090E+000
-1.9518440E-008 ;  9.4249400E-001
-1.9514439E-008 ;  9.2915700E-001
-1.9510439E-008 ;  9.0692800E-001
-1.9506438E-008 ;  8.3579700E-001
-1.9502438E-008 ;  9.3360300E-001
-1.9498437E-008 ;  9.5138600E-001
-1.9494437E-008 ;  1.0091800E+000
-1.9490436E-008 ;  1.0091800E+000
-1.9486436E-008 ;  1.0136260E+000
-1.9482435E-008 ;  1.0358550E+000
-1.9478435E-008 ;  9.8250600E-001
-1.9474434E-008 ;  1.0091800E+000
-1.9470434E-008 ;  9.3804800E-001
-1.9466433E-008 ;  9.7806000E-001
-1.9462433E-008 ;  8.3135100E-001
-1.9458432E-008 ;  8.6691700E-001
-1.9454432E-008 ;  1.1247690E+000
-1.9450431E-008 ;  1.0047340E+000
-1.9446431E-008 ;  1.0358550E+000
-1.9442430E-008 ;  9.4694000E-001
-1.9438430E-008 ;  9.9584300E-001
-1.9434429E-008 ;  9.6472300E-001
-1.9430429E-008 ;  9.2915700E-001
-1.9426428E-008 ;  9.5138600E-001
-1.9422428E-008 ;  9.6027700E-001
-1.9418427E-008 ;  9.1137400E-001
-1.9414427E-008 ;  9.7806000E-001
-1.9410426E-008 ;  9.9584300E-001
-1.9406426E-008 ;  1.0002890E+000
-1.9402425E-008 ;  1.0047340E+000
-1.9398425E-008 ;  9.2026600E-001
-1.9394424E-008 ;  1.0669750E+000
-1.9390424E-008 ;  9.6027700E-001
-1.9386423E-008 ;  1.0580830E+000
-1.9382423E-008 ;  8.9803700E-001
-1.9378422E-008 ;  9.2471100E-001
-1.9374422E-008 ;  8.9359100E-001
-1.9370421E-008 ;  9.8695100E-001
-1.9366421E-008 ;  1.0403000E+000
-1.9362420E-008 ;  9.8250600E-001
-1.9358420E-008 ;  9.8695100E-001
-1.9354419E-008 ;  1.0047340E+000
-1.9350419E-008 ;  9.9139700E-001
-1.9346418E-008 ;  1.0358550E+000
-1.9342418E-008 ;  9.7361400E-001
-1.9338417E-008 ;  9.2915700E-001
-1.9334417E-008 ;  8.9803700E-001
-1.9330416E-008 ;  9.6027700E-001
-1.9326416E-008 ;  9.9139700E-001
-1.9322415E-008 ;  9.3360300E-001
-1.9318415E-008 ;  9.3360300E-001
-1.9314414E-008 ;  1.0180720E+000
-1.9310414E-008 ;  1.0491920E+000
-1.9306413E-008 ;  8.5802500E-001
-1.9302413E-008 ;  9.6027700E-001
-1.9298412E-008 ;  9.9139700E-001
-1.9294412E-008 ;  9.0248300E-001
-1.9290411E-008 ;  9.2471100E-001
-1.9286411E-008 ;  9.9139700E-001
-1.9282410E-008 ;  9.7806000E-001
-1.9278410E-008 ;  9.7361400E-001
-1.9274409E-008 ;  9.3360300E-001
-1.9270409E-008 ;  9.5138600E-001
-1.9266408E-008 ;  9.7361400E-001
-1.9262408E-008 ;  1.0002890E+000
-1.9258407E-008 ;  9.1137400E-001
-1.9254407E-008 ;  1.0091800E+000
-1.9250406E-008 ;  9.2026600E-001
-1.9246406E-008 ;  1.1158780E+000
-1.9242405E-008 ;  8.9359100E-001
-1.9238405E-008 ;  8.4913400E-001
-1.9234404E-008 ;  1.0136260E+000
-1.9230404E-008 ;  9.7806000E-001
-1.9226403E-008 ;  1.0625290E+000
-1.9222403E-008 ;  9.0248300E-001
-1.9218402E-008 ;  1.0358550E+000
-1.9214402E-008 ;  9.5583100E-001
-1.9210401E-008 ;  9.8695100E-001
-1.9206401E-008 ;  9.9584300E-001
-1.9202400E-008 ;  9.6472300E-001
-1.9198400E-008 ;  9.2915700E-001
-1.9194399E-008 ;  8.8470000E-001
-1.9190399E-008 ;  9.1582000E-001
-1.9186398E-008 ;  9.6027700E-001
-1.9182398E-008 ;  1.0091800E+000
-1.9178397E-008 ;  1.0536370E+000
