# G(2) Function
# 2024-12-12 17:10:36
# Histogram Width = 32 ns
# Events Ch. 0 = 6.302e+07 
# Events Ch. 1 = 8.702e+07 
# Integr. Time = 00:01:37 h
# G(2) Norm = 224.9 
# Fit Function = None
# Fit - A = 0 
# Fit - c = 0 ps
# Fit - B = 0 
# Fit - T_a = 0 ps
# Fit - p_f^2 = 0 
# Fit - c = 0 
# Fit - T_b = 0 ps
# Fit - T_a = 0 ps
# Unit dt: s
# Unit G(2): 1
# dt ; G(2)
-2.1802725E-009 ;  1.5604510E+000
-2.1762720E-009 ;  1.6182450E+000
-2.1722715E-009 ;  1.6137990E+000
-2.1682710E-009 ;  1.5960160E+000
-2.1642705E-009 ;  1.7027140E+000
-2.1602700E-009 ;  1.5337760E+000
-2.1562695E-009 ;  1.5604510E+000
-2.1522690E-009 ;  1.5337760E+000
-2.1482685E-009 ;  1.4626450E+000
-2.1442680E-009 ;  1.5648960E+000
-2.1402675E-009 ;  1.5471130E+000
-2.1362670E-009 ;  1.5604510E+000
-2.1322665E-009 ;  1.7960740E+000
-2.1282660E-009 ;  1.6404740E+000
-2.1242655E-009 ;  1.6760400E+000
-2.1202650E-009 ;  1.5782340E+000
-2.1162645E-009 ;  1.5871250E+000
-2.1122640E-009 ;  1.6182450E+000
-2.1082635E-009 ;  1.7204970E+000
-2.1042630E-009 ;  1.5693420E+000
-2.1002625E-009 ;  1.6849310E+000
-2.0962620E-009 ;  1.6049080E+000
-2.0922615E-009 ;  1.6404740E+000
-2.0882610E-009 ;  1.6582570E+000
-2.0842605E-009 ;  1.5915710E+000
-2.0802600E-009 ;  1.6182450E+000
-2.0762595E-009 ;  1.4626450E+000
-2.0722590E-009 ;  1.7027140E+000
-2.0682585E-009 ;  1.7738460E+000
-2.0642580E-009 ;  1.7605080E+000
-2.0602575E-009 ;  1.7871830E+000
-2.0562570E-009 ;  1.7027140E+000
-2.0522565E-009 ;  1.8005200E+000
-2.0482560E-009 ;  1.7116050E+000
-2.0442555E-009 ;  1.6849310E+000
-2.0402550E-009 ;  1.7338340E+000
-2.0362545E-009 ;  1.8405320E+000
-2.0322540E-009 ;  1.7649540E+000
-2.0282535E-009 ;  1.7027140E+000
-2.0242530E-009 ;  1.7293880E+000
-2.0202525E-009 ;  1.6582570E+000
-2.0162520E-009 ;  1.6982680E+000
-2.0122515E-009 ;  1.7249430E+000
-2.0082510E-009 ;  1.7782910E+000
-2.0042505E-009 ;  2.0005780E+000
-2.0002500E-009 ;  1.8494230E+000
-1.9962495E-009 ;  1.6315820E+000
-1.9922490E-009 ;  1.8227490E+000
-1.9882485E-009 ;  1.6671480E+000
-1.9842480E-009 ;  1.7649540E+000
-1.9802475E-009 ;  1.8849890E+000
-1.9762470E-009 ;  1.9161090E+000
-1.9722465E-009 ;  1.9783490E+000
-1.9682460E-009 ;  1.7160510E+000
-1.9642455E-009 ;  1.7871830E+000
-1.9602450E-009 ;  1.8183030E+000
-1.9562445E-009 ;  1.7871830E+000
-1.9522440E-009 ;  1.8449770E+000
-1.9482435E-009 ;  1.8538690E+000
-1.9442430E-009 ;  2.0450350E+000
-1.9402425E-009 ;  1.8494230E+000
-1.9362420E-009 ;  1.9072180E+000
-1.9322415E-009 ;  2.0494810E+000
-1.9282410E-009 ;  1.9916860E+000
-1.9242405E-009 ;  1.8449770E+000
-1.9202400E-009 ;  1.8627600E+000
-1.9162395E-009 ;  1.8849890E+000
-1.9122390E-009 ;  2.0050240E+000
-1.9082385E-009 ;  2.0672640E+000
-1.9042380E-009 ;  1.9739030E+000
-1.9002375E-009 ;  2.0761550E+000
-1.8962370E-009 ;  2.0405890E+000
-1.8922365E-009 ;  1.8805430E+000
-1.8882360E-009 ;  2.0717100E+000
-1.8842355E-009 ;  1.9961320E+000
-1.8802350E-009 ;  1.7694000E+000
-1.8762345E-009 ;  2.0850470E+000
-1.8722340E-009 ;  2.0139150E+000
-1.8682335E-009 ;  1.8849890E+000
-1.8642330E-009 ;  1.8494230E+000
-1.8602325E-009 ;  2.0583720E+000
-1.8562320E-009 ;  2.1339500E+000
-1.8522315E-009 ;  2.2939960E+000
-1.8482310E-009 ;  2.2139730E+000
-1.8442305E-009 ;  2.0761550E+000
-1.8402300E-009 ;  1.9650120E+000
-1.8362295E-009 ;  2.4051390E+000
-1.8322290E-009 ;  2.2584300E+000
-1.8282285E-009 ;  2.0094690E+000
-1.8242280E-009 ;  2.0894920E+000
-1.8202275E-009 ;  2.2984420E+000
-1.8162270E-009 ;  2.2050810E+000
-1.8122265E-009 ;  2.1917440E+000
-1.8082260E-009 ;  2.2673220E+000
-1.8042255E-009 ;  2.1072750E+000
-1.8002250E-009 ;  2.2273100E+000
-1.7962245E-009 ;  2.1561780E+000
-1.7922240E-009 ;  2.5251740E+000
-1.7882235E-009 ;  2.4362590E+000
-1.7842230E-009 ;  2.2628760E+000
-1.7802225E-009 ;  2.3695730E+000
-1.7762220E-009 ;  2.3918020E+000
-1.7722215E-009 ;  2.5073910E+000
-1.7682210E-009 ;  2.3251160E+000
-1.7642205E-009 ;  2.4762710E+000
-1.7602200E-009 ;  2.2406470E+000
-1.7562195E-009 ;  2.4407050E+000
-1.7522190E-009 ;  2.4762710E+000
-1.7482185E-009 ;  2.5340650E+000
-1.7442180E-009 ;  2.5474030E+000
-1.7402175E-009 ;  2.4273680E+000
-1.7362170E-009 ;  2.6185340E+000
-1.7322165E-009 ;  2.4940540E+000
-1.7282160E-009 ;  2.5207280E+000
-1.7242155E-009 ;  2.5696310E+000
-1.7202150E-009 ;  2.6007510E+000
-1.7162145E-009 ;  2.6229800E+000
-1.7122140E-009 ;  2.5251740E+000
-1.7082135E-009 ;  2.3918020E+000
-1.7042130E-009 ;  2.4229220E+000
-1.7002125E-009 ;  2.7163400E+000
-1.6962120E-009 ;  2.4629340E+000
-1.6922115E-009 ;  2.5740770E+000
-1.6882110E-009 ;  2.6096430E+000
-1.6842105E-009 ;  2.6007510E+000
-1.6802100E-009 ;  2.7519060E+000
-1.6762095E-009 ;  2.8008090E+000
-1.6722090E-009 ;  2.8052550E+000
-1.6682085E-009 ;  2.5963060E+000
-1.6642080E-009 ;  2.9030610E+000
-1.6602075E-009 ;  2.5918600E+000
-1.6562070E-009 ;  2.9697470E+000
-1.6522065E-009 ;  2.7252320E+000
-1.6482060E-009 ;  2.7741350E+000
-1.6442055E-009 ;  2.9519640E+000
-1.6402050E-009 ;  2.7074490E+000
-1.6362045E-009 ;  2.9163980E+000
-1.6322040E-009 ;  2.8897240E+000
-1.6282035E-009 ;  2.8808320E+000
-1.6242030E-009 ;  2.8230380E+000
-1.6202025E-009 ;  3.0631070E+000
-1.6162020E-009 ;  3.0230960E+000
-1.6122015E-009 ;  2.9608550E+000
-1.6082010E-009 ;  2.9964210E+000
-1.6042005E-009 ;  3.0453240E+000
-1.6002000E-009 ;  3.0053130E+000
-1.5961995E-009 ;  3.0364330E+000
-1.5921990E-009 ;  3.0364330E+000
-1.5881985E-009 ;  2.9297350E+000
-1.5841980E-009 ;  3.0053130E+000
-1.5801975E-009 ;  3.2498280E+000
-1.5761970E-009 ;  3.1253470E+000
-1.5721965E-009 ;  3.2631650E+000
-1.5681960E-009 ;  3.3565250E+000
-1.5641955E-009 ;  3.3743080E+000
-1.5601950E-009 ;  3.0675530E+000
-1.5561945E-009 ;  3.2765020E+000
-1.5521940E-009 ;  3.1920330E+000
-1.5481935E-009 ;  3.2453820E+000
-1.5441930E-009 ;  3.4454400E+000
-1.5401925E-009 ;  3.4321030E+000
-1.5361920E-009 ;  3.5476920E+000
-1.5321915E-009 ;  3.4543310E+000
-1.5281910E-009 ;  3.5610290E+000
-1.5241905E-009 ;  3.7077380E+000
-1.5201900E-009 ;  3.7032920E+000
-1.5161895E-009 ;  3.6899550E+000
-1.5121890E-009 ;  3.7433040E+000
-1.5081885E-009 ;  3.8055440E+000
-1.5041880E-009 ;  3.8544470E+000
-1.5001875E-009 ;  3.4810060E+000
-1.4961870E-009 ;  3.7032920E+000
-1.4921865E-009 ;  3.5032340E+000
-1.4881860E-009 ;  3.8144360E+000
-1.4841855E-009 ;  3.8099900E+000
-1.4801850E-009 ;  3.7744240E+000
-1.4761845E-009 ;  3.7521950E+000
-1.4721840E-009 ;  3.7077380E+000
-1.4681835E-009 ;  3.7521950E+000
-1.4641830E-009 ;  3.9433620E+000
-1.4601825E-009 ;  3.9478070E+000
-1.4561820E-009 ;  3.9833730E+000
-1.4521815E-009 ;  3.9878190E+000
-1.4481810E-009 ;  4.1523110E+000
-1.4441805E-009 ;  3.9522530E+000
-1.4401800E-009 ;  3.7833150E+000
-1.4361795E-009 ;  4.1122990E+000
-1.4321790E-009 ;  4.1256370E+000
-1.4281785E-009 ;  4.1612020E+000
-1.4241780E-009 ;  4.1923230E+000
-1.4201775E-009 ;  4.0633960E+000
-1.4161770E-009 ;  4.3034660E+000
-1.4121765E-009 ;  4.7080270E+000
-1.4081760E-009 ;  4.2056600E+000
-1.4041755E-009 ;  4.5346440E+000
-1.4001750E-009 ;  4.3923800E+000
-1.3961745E-009 ;  4.4724030E+000
-1.3921740E-009 ;  4.4323920E+000
-1.3881735E-009 ;  4.4724030E+000
-1.3841730E-009 ;  4.3923800E+000
-1.3801725E-009 ;  4.6280040E+000
-1.3761720E-009 ;  4.4635120E+000
-1.3721715E-009 ;  4.7080270E+000
-1.3681710E-009 ;  4.8502910E+000
-1.3641705E-009 ;  4.7213640E+000
-1.3601700E-009 ;  4.6324500E+000
-1.3561695E-009 ;  4.8947480E+000
-1.3521690E-009 ;  4.8502910E+000
-1.3481685E-009 ;  4.7791590E+000
-1.3441680E-009 ;  4.6502330E+000
-1.3401675E-009 ;  4.9392050E+000
-1.3361670E-009 ;  4.9169760E+000
-1.3321665E-009 ;  5.1837200E+000
-1.3281660E-009 ;  4.8636280E+000
-1.3241655E-009 ;  5.2015030E+000
-1.3201650E-009 ;  5.2326230E+000
-1.3161645E-009 ;  4.9080850E+000
-1.3121640E-009 ;  5.1659370E+000
-1.3081635E-009 ;  5.0058910E+000
-1.3041630E-009 ;  5.4993670E+000
-1.3001625E-009 ;  5.3748870E+000
-1.2961620E-009 ;  5.2815260E+000
-1.2921615E-009 ;  5.6105100E+000
-1.2881610E-009 ;  5.3170920E+000
-1.2841605E-009 ;  5.4904760E+000
-1.2801600E-009 ;  5.3704410E+000
-1.2761595E-009 ;  5.6105100E+000
-1.2721590E-009 ;  5.5482700E+000
-1.2681585E-009 ;  5.6638590E+000
-1.2641580E-009 ;  5.6594130E+000
-1.2601575E-009 ;  5.9528310E+000
-1.2561570E-009 ;  6.0906490E+000
-1.2521565E-009 ;  5.8683630E+000
-1.2481560E-009 ;  6.1751180E+000
-1.2441555E-009 ;  5.9217110E+000
-1.2401550E-009 ;  5.6416300E+000
-1.2361545E-009 ;  5.9928430E+000
-1.2321540E-009 ;  6.1084320E+000
-1.2281535E-009 ;  6.3084900E+000
-1.2241530E-009 ;  6.0550830E+000
-1.2201525E-009 ;  6.2373580E+000
-1.2161520E-009 ;  6.3707300E+000
-1.2121515E-009 ;  6.2284670E+000
-1.2081510E-009 ;  6.4863190E+000
-1.2041505E-009 ;  6.3929590E+000
-1.2001500E-009 ;  6.4863190E+000
-1.1961495E-009 ;  6.3885130E+000
-1.1921490E-009 ;  6.4640900E+000
-1.1881485E-009 ;  6.3974040E+000
-1.1841480E-009 ;  6.4863190E+000
-1.1801475E-009 ;  6.5218850E+000
-1.1761470E-009 ;  6.3307180E+000
-1.1721465E-009 ;  6.7219430E+000
-1.1681460E-009 ;  6.5129930E+000
-1.1641455E-009 ;  6.7841830E+000
-1.1601450E-009 ;  6.9086630E+000
-1.1561445E-009 ;  7.2020810E+000
-1.1521440E-009 ;  7.0864930E+000
-1.1481435E-009 ;  6.7708460E+000
-1.1441430E-009 ;  6.8953260E+000
-1.1401425E-009 ;  6.9709040E+000
-1.1361420E-009 ;  7.3354530E+000
-1.1321415E-009 ;  6.8953260E+000
-1.1281410E-009 ;  7.3532360E+000
-1.1241405E-009 ;  7.2109730E+000
-1.1201400E-009 ;  7.2598760E+000
-1.1161395E-009 ;  7.3310080E+000
-1.1121390E-009 ;  7.3665730E+000
-1.1081385E-009 ;  7.4377050E+000
-1.1041380E-009 ;  7.2287560E+000
-1.1001375E-009 ;  7.5221740E+000
-1.0961370E-009 ;  7.6110890E+000
-1.0921365E-009 ;  7.7800260E+000
-1.0881360E-009 ;  8.0334330E+000
-1.0841355E-009 ;  7.8067010E+000
-1.0801350E-009 ;  7.8733870E+000
-1.0761345E-009 ;  7.7533520E+000
-1.0721340E-009 ;  8.0334330E+000
-1.0681335E-009 ;  8.3535250E+000
-1.0641330E-009 ;  7.4866080E+000
-1.0601325E-009 ;  8.2023710E+000
-1.0561320E-009 ;  8.5313550E+000
-1.0521315E-009 ;  8.5802580E+000
-1.0481310E-009 ;  8.2690570E+000
-1.0441305E-009 ;  8.4424400E+000
-1.0401300E-009 ;  8.1712510E+000
-1.0361295E-009 ;  8.8959040E+000
-1.0321290E-009 ;  8.4113200E+000
-1.0281285E-009 ;  8.9581450E+000
-1.0241280E-009 ;  8.6602810E+000
-1.0201275E-009 ;  9.1004080E+000
-1.0161270E-009 ;  9.0737340E+000
-1.0121265E-009 ;  8.9181330E+000
-1.0081260E-009 ;  9.1137450E+000
-1.0041255E-009 ;  8.9359160E+000
-1.0001250E-009 ;  9.1582030E+000
-9.9612452E-010 ;  9.6605700E+000
-9.9212402E-010 ;  9.4649580E+000
-9.8812352E-010 ;  9.3004660E+000
-9.8412302E-010 ;  9.2693460E+000
-9.8012252E-010 ;  9.5316440E+000
-9.7612202E-010 ;  9.3226950E+000
-9.7212152E-010 ;  9.1759850E+000
-9.6812102E-010 ;  9.5672100E+000
-9.6412052E-010 ;  9.5271980E+000
-9.6012002E-010 ;  9.7139190E+000
-9.5611951E-010 ;  9.7939420E+000
-9.5211901E-010 ;  9.9406510E+000
-9.4811851E-010 ;  9.8739650E+000
-9.4411801E-010 ;  1.0060686E+001
-9.4011751E-010 ;  1.0287418E+001
-9.3611701E-010 ;  1.0194058E+001
-9.3211651E-010 ;  1.0042903E+001
-9.2811601E-010 ;  1.0069577E+001
-9.2411551E-010 ;  1.0038457E+001
-9.2011501E-010 ;  1.0242961E+001
-9.1611451E-010 ;  1.0420790E+001
-9.1211401E-010 ;  1.0411898E+001
-9.0811351E-010 ;  1.0745328E+001
-9.0411301E-010 ;  1.0425235E+001
-9.0011251E-010 ;  1.0705316E+001
-8.9611201E-010 ;  1.0660859E+001
-8.9211151E-010 ;  1.0571945E+001
-8.8811101E-010 ;  1.1167672E+001
-8.8411051E-010 ;  1.0807568E+001
-8.8011001E-010 ;  1.0998735E+001
-8.7610951E-010 ;  1.1025409E+001
-8.7210901E-010 ;  1.1336610E+001
-8.6810851E-010 ;  1.1572234E+001
-8.6410801E-010 ;  1.1847869E+001
-8.6010751E-010 ;  1.1069866E+001
-8.5610701E-010 ;  1.1265478E+001
-8.5210651E-010 ;  1.1807857E+001
-8.4810601E-010 ;  1.2065710E+001
-8.4410551E-010 ;  1.1825640E+001
-8.4010501E-010 ;  1.1278816E+001
-8.3610451E-010 ;  1.1878989E+001
-8.3210401E-010 ;  1.1732280E+001
-8.2810351E-010 ;  1.1910109E+001
-8.2410301E-010 ;  1.1883435E+001
-8.2010251E-010 ;  1.1954566E+001
-8.1610201E-010 ;  1.2679220E+001
-8.1210151E-010 ;  1.1923446E+001
-8.0810101E-010 ;  1.2554740E+001
-8.0410051E-010 ;  1.2368019E+001
-8.0010001E-010 ;  1.2354682E+001
-7.9609951E-010 ;  1.2412477E+001
-7.9209901E-010 ;  1.2825929E+001
-7.8809851E-010 ;  1.2830375E+001
-7.8409801E-010 ;  1.2874832E+001
-7.8009751E-010 ;  1.2830375E+001
-7.7609701E-010 ;  1.2510283E+001
-7.7209651E-010 ;  1.2412477E+001
-7.6809601E-010 ;  1.3243828E+001
-7.6409551E-010 ;  1.3199371E+001
-7.6009501E-010 ;  1.3128239E+001
-7.5609451E-010 ;  1.3595041E+001
-7.5209401E-010 ;  1.3266057E+001
-7.4809351E-010 ;  1.3106010E+001
-7.4409301E-010 ;  1.3932916E+001
-7.4009251E-010 ;  1.3217154E+001
-7.3609201E-010 ;  1.3506126E+001
-7.3209151E-010 ;  1.3635052E+001
-7.2809101E-010 ;  1.3710630E+001
-7.2409051E-010 ;  1.3812881E+001
-7.2009001E-010 ;  1.3683955E+001
-7.1608951E-010 ;  1.4177431E+001
-7.1208901E-010 ;  1.3679510E+001
-7.0808851E-010 ;  1.4146311E+001
-7.0408801E-010 ;  1.3550583E+001
-7.0008751E-010 ;  1.4204106E+001
-6.9608701E-010 ;  1.4301912E+001
-6.9208651E-010 ;  1.4217443E+001
-6.8808601E-010 ;  1.4319695E+001
-6.8408551E-010 ;  1.4421946E+001
-6.8008501E-010 ;  1.4644233E+001
-6.7608451E-010 ;  1.4697582E+001
-6.7208401E-010 ;  1.4773159E+001
-6.6808351E-010 ;  1.4875411E+001
-6.6408301E-010 ;  1.4764268E+001
-6.6008251E-010 ;  1.4915422E+001
-6.5608201E-010 ;  1.4902085E+001
-6.5208151E-010 ;  1.5035457E+001
-6.4808101E-010 ;  1.4982108E+001
-6.4408051E-010 ;  1.4946542E+001
-6.4008001E-010 ;  1.5248852E+001
-6.3607951E-010 ;  1.5457801E+001
-6.3207901E-010 ;  1.4853182E+001
-6.2807851E-010 ;  1.5342212E+001
-6.2407801E-010 ;  1.5502259E+001
-6.2007751E-010 ;  1.5911266E+001
-6.1607701E-010 ;  1.5493367E+001
-6.1207651E-010 ;  1.5302201E+001
-6.0807601E-010 ;  1.5831243E+001
-6.0407551E-010 ;  1.5929049E+001
-6.0007501E-010 ;  1.5942386E+001
-5.9607451E-010 ;  1.6306936E+001
-5.9207401E-010 ;  1.5817905E+001
-5.8807351E-010 ;  1.5915712E+001
-5.8407301E-010 ;  1.5809014E+001
-5.8007251E-010 ;  1.5911266E+001
-5.7607201E-010 ;  1.6271370E+001
-5.7207151E-010 ;  1.6506994E+001
-5.6807101E-010 ;  1.6231358E+001
-5.6407051E-010 ;  1.6378067E+001
-5.6007001E-010 ;  1.6169118E+001
-5.5606951E-010 ;  1.6115769E+001
-5.5206901E-010 ;  1.6813749E+001
-5.4806851E-010 ;  1.7093830E+001
-5.4406801E-010 ;  1.7022698E+001
-5.4006751E-010 ;  1.6920446E+001
-5.3606701E-010 ;  1.7049373E+001
-5.3206651E-010 ;  1.6867098E+001
-5.2806601E-010 ;  1.6880435E+001
-5.2406551E-010 ;  1.7044927E+001
-5.2006501E-010 ;  1.7147179E+001
-5.1606451E-010 ;  1.7520620E+001
-5.1206401E-010 ;  1.7387248E+001
-5.0806351E-010 ;  1.7142733E+001
-5.0406301E-010 ;  1.7907398E+001
-5.0006251E-010 ;  1.7769581E+001
-4.9606201E-010 ;  1.7156070E+001
-4.9206151E-010 ;  1.7551740E+001
-4.8806101E-010 ;  1.7596197E+001
-4.8406051E-010 ;  1.7680666E+001
-4.8006001E-010 ;  1.6862652E+001
-4.7605951E-010 ;  1.8040770E+001
-4.7205901E-010 ;  1.7471717E+001
-4.6805851E-010 ;  1.8031879E+001
-4.6405801E-010 ;  1.7596197E+001
-4.6005751E-010 ;  1.8147468E+001
-4.5605701E-010 ;  1.8480898E+001
-4.5205651E-010 ;  1.8178588E+001
-4.4805601E-010 ;  1.8858785E+001
-4.4405551E-010 ;  1.8245274E+001
-4.4005501E-010 ;  1.8267502E+001
-4.3605451E-010 ;  1.8311960E+001
-4.3205401E-010 ;  1.9161094E+001
-4.2805351E-010 ;  1.8094119E+001
-4.2405301E-010 ;  1.8845447E+001
-4.2005251E-010 ;  1.8271948E+001
-4.1605201E-010 ;  1.8663172E+001
-4.1205151E-010 ;  1.9223334E+001
-4.0805101E-010 ;  1.9161094E+001
-4.0405051E-010 ;  1.9361152E+001
-4.0005001E-010 ;  1.8743196E+001
-3.9604951E-010 ;  1.8738750E+001
-3.9204901E-010 ;  1.8654281E+001
-3.8804851E-010 ;  1.8756533E+001
-3.8404801E-010 ;  1.9058842E+001
-3.8004751E-010 ;  1.9570101E+001
-3.7604701E-010 ;  1.9565656E+001
-3.7204651E-010 ;  1.9294466E+001
-3.6804601E-010 ;  1.9516753E+001
-3.6404551E-010 ;  1.9152203E+001
-3.6004501E-010 ;  1.9467849E+001
-3.5604451E-010 ;  1.8858785E+001
-3.5204401E-010 ;  1.9592330E+001
-3.4804351E-010 ;  1.9699027E+001
-3.4404301E-010 ;  1.9596776E+001
-3.4004251E-010 ;  1.9614559E+001
-3.3604201E-010 ;  2.0165829E+001
-3.3204151E-010 ;  1.9725702E+001
-3.2804101E-010 ;  1.9645679E+001
-3.2404051E-010 ;  1.9916868E+001
-3.2004001E-010 ;  1.9739039E+001
-3.1603950E-010 ;  1.9521198E+001
-3.1203900E-010 ;  1.9899085E+001
-3.0803850E-010 ;  1.9543427E+001
-3.0403800E-010 ;  2.0263635E+001
-3.0003750E-010 ;  1.9890194E+001
-2.9603700E-010 ;  2.0076914E+001
-2.9203650E-010 ;  2.0988289E+001
-2.8803600E-010 ;  2.0890483E+001
-2.8403550E-010 ;  2.0570390E+001
-2.8003500E-010 ;  2.0210286E+001
-2.7603450E-010 ;  2.0285864E+001
-2.7203400E-010 ;  2.0859363E+001
-2.6803350E-010 ;  2.1255033E+001
-2.6403300E-010 ;  2.0503704E+001
-2.6003250E-010 ;  2.0561499E+001
-2.5603200E-010 ;  2.0654859E+001
-2.5203150E-010 ;  2.0445910E+001
-2.4803100E-010 ;  2.0659305E+001
-2.4403050E-010 ;  2.0837134E+001
-2.4003000E-010 ;  2.0863809E+001
-2.3602950E-010 ;  2.0383670E+001
-2.3202900E-010 ;  2.1415079E+001
-2.2802850E-010 ;  2.0783785E+001
-2.2402800E-010 ;  2.0681534E+001
-2.2002750E-010 ;  2.1037192E+001
-2.1602700E-010 ;  2.1126107E+001
-2.1202650E-010 ;  2.1090541E+001
-2.0802600E-010 ;  2.0894929E+001
-2.0402550E-010 ;  2.1566234E+001
-2.0002500E-010 ;  2.1041638E+001
-1.9602450E-010 ;  2.0899374E+001
-1.9202400E-010 ;  2.1837423E+001
-1.8802350E-010 ;  2.1601800E+001
-1.8402300E-010 ;  2.1014963E+001
-1.8002250E-010 ;  2.0810460E+001
-1.7602200E-010 ;  2.1281707E+001
-1.7202150E-010 ;  2.1770737E+001
-1.6802100E-010 ;  2.1068312E+001
-1.6402050E-010 ;  2.1166118E+001
-1.6002000E-010 ;  2.1441753E+001
-1.5601950E-010 ;  2.1619583E+001
-1.5201900E-010 ;  2.2117504E+001
-1.4801850E-010 ;  2.0699317E+001
-1.4401800E-010 ;  2.1495102E+001
-1.4001750E-010 ;  2.1712943E+001
-1.3601700E-010 ;  2.1308382E+001
-1.3201650E-010 ;  2.1859652E+001
-1.2801600E-010 ;  2.2033035E+001
-1.2401550E-010 ;  2.2108613E+001
-1.2001500E-010 ;  2.1179455E+001
-1.1601450E-010 ;  2.1530668E+001
-1.1201400E-010 ;  2.1730726E+001
-1.0801350E-010 ;  2.1512885E+001
-1.0401300E-010 ;  2.1735172E+001
-1.0001250E-010 ;  2.2068601E+001
-9.6012002E-011 ;  2.1263924E+001
-9.2011501E-011 ;  2.1757400E+001
-8.8011001E-011 ;  2.1086095E+001
-8.4010501E-011 ;  2.2001915E+001
-8.0010001E-011 ;  2.1286153E+001
-7.6009501E-011 ;  2.2153070E+001
-7.2009001E-011 ;  2.1406188E+001
-6.8008501E-011 ;  2.2450934E+001
-6.4008001E-011 ;  2.1672931E+001
-6.0007501E-011 ;  2.1606245E+001
-5.6007001E-011 ;  2.2295334E+001
-5.2006501E-011 ;  2.0841580E+001
-4.8006001E-011 ;  2.1655148E+001
-4.4005501E-011 ;  2.1312827E+001
-4.0005001E-011 ;  2.1801858E+001
-3.6004501E-011 ;  2.2277551E+001
-3.2004001E-011 ;  2.1761846E+001
-2.8003500E-011 ;  2.2250876E+001
-2.4003000E-011 ;  2.1699606E+001
-2.0002500E-011 ;  2.1472874E+001
-1.6002000E-011 ;  2.2206419E+001
-1.2001500E-011 ;  2.1775183E+001
-8.0010001E-012 ;  2.2037481E+001
-4.0005001E-012 ;  2.1961904E+001
 0.0000000E+000 ;  2.1263924E+001
 4.0005001E-012 ;  2.1735172E+001
 8.0010001E-012 ;  2.1988578E+001
 1.2001500E-011 ;  2.1730726E+001
 1.6002000E-011 ;  2.1810749E+001
 2.0002500E-011 ;  2.1846315E+001
 2.4003000E-011 ;  2.2433151E+001
 2.8003500E-011 ;  2.1846315E+001
 3.2004001E-011 ;  2.2144179E+001
 3.6004501E-011 ;  2.1735172E+001
 4.0005001E-011 ;  2.2081938E+001
 4.4005501E-011 ;  2.2962193E+001
 4.8006001E-011 ;  2.1646257E+001
 5.2006501E-011 ;  2.2215310E+001
 5.6007001E-011 ;  2.2362019E+001
 6.0007501E-011 ;  2.2290888E+001
 6.4008001E-011 ;  2.1579571E+001
 6.8008501E-011 ;  2.1779629E+001
 7.2009001E-011 ;  2.1895218E+001
 7.6009501E-011 ;  2.2513174E+001
 8.0010001E-011 ;  2.2130842E+001
 8.4010501E-011 ;  2.1615137E+001
 8.8011001E-011 ;  2.1561788E+001
 9.2011501E-011 ;  2.1735172E+001
 9.6012002E-011 ;  2.2064156E+001
 1.0001250E-010 ;  2.1712943E+001
 1.0401300E-010 ;  2.1357285E+001
 1.0801350E-010 ;  2.1739617E+001
 1.1201400E-010 ;  2.1761846E+001
 1.1601450E-010 ;  2.1108324E+001
 1.2001500E-010 ;  2.1521777E+001
 1.2401550E-010 ;  2.1566234E+001
 1.2801600E-010 ;  2.1281707E+001
 1.3201650E-010 ;  2.2041927E+001
 1.3601700E-010 ;  2.1237250E+001
 1.4001750E-010 ;  2.1463982E+001
 1.4401800E-010 ;  2.1161672E+001
 1.4801850E-010 ;  2.1659594E+001
 1.5201900E-010 ;  2.1157227E+001
 1.5601950E-010 ;  2.2050818E+001
 1.6002000E-010 ;  2.0912712E+001
 1.6402050E-010 ;  2.1717389E+001
 1.6802100E-010 ;  2.1206130E+001
 1.7202150E-010 ;  2.1766292E+001
 1.7602200E-010 ;  2.1486211E+001
 1.8002250E-010 ;  2.1272816E+001
 1.8402300E-010 ;  2.1237250E+001
 1.8802350E-010 ;  2.1072758E+001
 1.9202400E-010 ;  2.1628474E+001
 1.9602450E-010 ;  2.1939675E+001
 2.0002500E-010 ;  2.1641811E+001
 2.0402550E-010 ;  2.1077204E+001
 2.0802600E-010 ;  2.1277261E+001
 2.1202650E-010 ;  2.1206130E+001
 2.1602700E-010 ;  2.0770448E+001
 2.2002750E-010 ;  2.1219467E+001
 2.2402800E-010 ;  2.0881592E+001
 2.2802850E-010 ;  2.0957169E+001
 2.3202900E-010 ;  2.0503704E+001
 2.3602950E-010 ;  2.0188058E+001
 2.4003000E-010 ;  2.0788231E+001
 2.4403050E-010 ;  2.0779340E+001
 2.4803100E-010 ;  2.0641522E+001
 2.5203150E-010 ;  2.0797123E+001
 2.5603200E-010 ;  2.0668196E+001
 2.6003250E-010 ;  2.0485922E+001
 2.6403300E-010 ;  2.0188058E+001
 2.6803350E-010 ;  2.0677088E+001
 2.7203400E-010 ;  2.0454801E+001
 2.7603450E-010 ;  2.0063577E+001
 2.8003500E-010 ;  2.0330321E+001
 2.8403550E-010 ;  2.0339212E+001
 2.8803600E-010 ;  2.0192503E+001
 2.9203650E-010 ;  2.0663751E+001
 2.9603700E-010 ;  2.0525933E+001
 3.0003750E-010 ;  1.9832399E+001
 3.0403800E-010 ;  2.0259189E+001
 3.0803850E-010 ;  2.0179166E+001
 3.1203900E-010 ;  2.0045794E+001
